id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
913,Choosy (feat. Jeremih & Davido),Fabolous,latin,neutral,0.635,106.99,0.453,0.734,0.12,64,"Right Now Sound Hitmaka! Oh, I like this Choosy, choosy, choosy, choosy (Choosy) Choosy (Choosy) But I don't wanna choose (I swear, I don't) Choosy, choosy, choosy, choosy (I swear, I don't) Choosy (Yeah) But I don't wanna choose (I swear, I don't) Choosy, choosy, choosy, choosy (Here we go) She want me to come stay over (Stay) She caught a flight with no layover (Lay) Drinkin' all night with no hangover (Hey)(Drinkin' all night with no hangover) (Yeah) She never ask me to pay for it (Hard) She "
914,Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,David Guetta,edm,sad,0.91,127.97,0.239,0.406,0.005,64,"You've been dressing up the truth I've been dressing up for you Then you leave me in this room, this room Pour a glass and bite my tongue You say I'm the only one If it's true, then why you running, you running Oh-woah-oah If you're really being honest If you really want this (Oh-woah-oah) Why you acting like a stranger? What's with your behavior? (Oh-woah-oah) Say my name, say my name If you love me, let me hear you Say my name, say my name I am dying to believe you I feel alone in your arms I "
915,Not Nice,PARTYNEXTDOOR,latin,happy,0.496,128.06,0.725,0.598,0.025,64,"Oh-oh-oh-oh Oh-oh-oh-oh You've got some vacation time You and your girlfriend too badmind Bad, bad, bad, when you're both combined I don't know why you look so nice Girl you're not nice, you're rude Want me to feel like I'm new Want me to watch you do you Don't, girl, you look so nice But you're not nice, you're rude Look what you're putting me through I'd never do this to you I need to hold the corner and then slow whine it One time, yeah I need to hold the corner and then slow whine it One tim"
916,Reload - Radio Edit,Sebastian Ingrosso,edm,neutral,0.7240000000000001,128.04,0.433,0.485,0.074,64,"When night has become the day They're sending you far away So so far away When everything starts to fade You don't have to be afraid No you don't have to be afraid Take my hand and reload This is free love That's what we are made of Yes we are, are, are Reload, this is real love That's what we are made of Yes we are, are, are NA When you want to get off the ground But gravity pulls you down Gravity pulls you down And when you feel out of place You don't have to be afraid No you don't have to be "
917,Hey Baby (Drop It to the Floor),Pitbull,edm,happy,0.913,128.02,0.762,0.595,0.044,64,"Mr. Worldwide T-Pain (El que no olle consejo, no llega a viejo) So listen up Let her go, lalala If your girl wanna play, let her go Said let her go, lalala If your girl wanna play, let her go Said let her go, lalala If your girl wanna play, let her go Said let her go, lalala If your girl wanna play, let her go Dale, Pain Hey baby girl what you doing tonight? I wanna see what you got in store (hey, hey baby) You're giving it your all when you're dancing on me I want to see if you can give me some"
918,Faded,NERVO,edm,sad,0.807,137.98,0.149,0.685,0.002,64,"Baby, I'm wasted (wasted) All I wanna do is drive home to you Baby, I'm faded (faded) All I wanna do is take you downtown Baby, I'm wasted All I wanna do is drive home to you Baby, I'm faded I'm faded (All I wanna do is take you downtown) I'm faded All I wanna do is drive home to you Baby I'm wasted (I'm wasted) (No, no, I'm faded) Under your spell I'm not so well I'm faded Under your spell Oh, can't you tell I'm wasted Under your spell I'm not feeling well (No, no I'm faded) I'm faded Under you"
919,Baby,Bakermat,latin,happy,0.922,125.96,0.637,0.708,0.135,64,"Baby, my heart is full of love and desire for you Now come on down and do what you got to do You started this fire down in my soul Now can't you see it's burning out of control My heart is full of love and desire for you Now come on down and do what you got to do You started this fire down in my soul Now can't you see it's burning out of control Oh, satisfy the need in me Oh baby, my heart is full of love and desire for you Now come on down and do what you got to do You started this fire down in"
920,Death & Desire (feat. Harrison),Knife Party,edm,sad,0.964,124.99,0.379,0.617,0.001,64,"I feel I'm surrounded Can't live without it It's just what you do to me You save me from drowning Did you know? I'm calling now You're fuel to the fire I need you to light it To keep warm, you're burning down Flames getting higher From death and desire From death and desire From death and desire I'm calling now You're fuel to the fire I need you to light it You're burning down Flames getting higher From death and desire From death and desire"
921,Fuck You,CeeLo Green,edm,happy,0.879,127.46,0.753,0.693,0.193,64,"I see you driving around town with the girl I love And I'm like, ""Fuck you"" (Ooh, ooh, ooh) I guess the change in my pocket wasn't enough I'm like: ""Fuck you and fuck her, too"" Said if I was richer I'd still be with ya Hah, now ain't that some shit? (Ain't that some shit?) And although there's pain in my chest I still wish you the best With a fuck you (Oh, ooh, oooh) Yeah, I'm sorry, I can't afford a Ferrari But that don't mean I can't get you there I guess he's an Xbox and I'm more Atari But th"
922,Breakaway,Kelly Clarkson,latin,sad,0.701,159.96,0.394,0.446,0.03,64,"Grew up in a small town And when the rain would fall down I'd just stare out my window Dreaming of what could be And if I'd end up happy I would pray (I would pray) Trying hard to reach out But when I tried to speak out Felt like no one could hear me Wanted to belong here But something felt so wrong here So I prayed (I would pray) I could break away I'll spread my wings and I'll learn how to fly I'll do what it takes 'til I touch the sky And I'll make a wish, take a chance, make a change And bre"
923,Only You,Frenna,latin,happy,0.5539999999999999,94.98,0.847,0.852,0.013,64,"Songtekst van Frenna – ""Only You"" ft. Philly Moré Spanker Only you Don't make another one just come through Oh, baby you, just you Only you Don't make another one just come through Baby please, baby please Oh, baby you, just you Schat, ik wil je zeggen dat m'n brein niet werkt Vertrouw niemand, 't is zonde, m'n rug zit vol wonden Ey, dus zocht ik nog een meisje van de kerk Ik ben niet eens meer honderd, darling, oh Maar babe, ik ben er nooit Je keek naar boven, maar je zegt, je zag de sterren no"
924,Issues - Alan Walker Remix,Julia Michaels,edm,happy,0.772,113.94,0.628,0.756,0.142,64,"I'm jealous, I'm overzealous When I'm down, I get real down When I'm high, I don't come down I get angry, baby, believe me I could love you just like that And I could leave you just as fast But you don't judge me 'Cause if you did, baby, I would judge you too No, you don't judge me 'Cause if you did, baby, I would judge you too 'Cause I got issues But you got 'em too So give 'em all to me And I'll give mine to you Bask in the glory Of all our problems 'Cause we got the kind of love It takes to s"
925,WORKIN ME,Quavo,latin,sad,0.629,170.02,0.267,0.79,0.182,64,"M-M-M-Murda Work, work Workin' me (Work), she workin' me (Work, work) Urgin' me (Urge), it be urgin' me (Yeah, yeah) Just let up the top and close the curtain, please (Skrrt, skrrt) I decided to go up like Major League (Goin' up) She just popped the Perky just like pork and beans (Perky) She just popped the Perky, say I hurt her knees (Perky) She hurtin' me, wrist strong, Hercules (Hurtin' me) Two cups, Martell pour it neat (Two) Serve a fiend, fuck a bitch, then go to sleep (Serve, serve) I nee"
926,World At Our Feet,Timmy Trumpet,edm,sad,0.7490000000000001,137.96,0.253,0.456,0.005,64,"We can rise with the morning up against an ocean Send out a warning, we are free Cos we are the broken never letting go With our minds wide open, we can see (x2) I called them out, from underneath All dressed red and fires All that they could breath All i ask of you is your salvation Want you follow me to my imagination? We can rise with the morning up against an ocean Send out a warning, we are free Cos' we are the broken never letting go With our minds wide open, we can see We can see We've go"
927,White Lies,M-22,edm,happy,0.916,123.54,0.688,0.427,0.0,64,"So I'll be yours the way I feel for you But you ain't always running my mind We find it hard to always tell the truth, yeah So we just keep on telling white lies It ain't that ordinary, but you're too good to miss So I keep telling you, and you keep telling me It doesn't even matter, we both know what this is So I keep telling you, and you keep telling White lies, white lies I keep on telling you, telling you, telling you White lies, white lies I keep on telling you I don't believe in anything y"
928,Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix,edm,sad,0.8240000000000001,127.07,0.36,0.609,0.091,64,"Tell me what you're crying for I'll wipe your tears, oh love If your soul is aching love I'll comfort you for sure If we're caught in a wave I will carry you over It don't matter where you are I'll run to your front door When my head goes in different directions You know my heart's never on the move And in the dark times you don't have to question If I'm 100 with you You could put an ocean between our love, love, love It won't keep us apart You could build a wall, I would run it up, up, up Just "
929,When Love Takes Over (feat. Kelly Rowland),David Guetta,edm,neutral,0.863,129.97,0.496,0.658,0.014,64,"It's complicated It always is That's just the way it goes Feels like I've waited so long for this I wonder if it shows Head underwater Now I can't breathe It never felt so good 'Cause I can feel it coming over me I wouldn't stop it if I could When love takes over, yeah You know you can't deny When love takes over, yeah 'Cause something's here tonight Give me a reason I gotta know Do you feel it too? Can't you see me here on overload? And this time, I blame you, mmm Looking out for you to hold my"
930,Happy Now - R3HAB Remix,Kygo,edm,neutral,0.84,123.07,0.539,0.623,0.017,63,"We don't wanna believe it, that it's all gone It's just a matter of minutes before the sun goes down We're afraid to admit it, but I know you know, know that We should've known better, but kept on trying And it's time that we see it, the fire's dying out Can't believe that I say this, we're out of chances now And I just want you to know that You and me, it was good, but it wasn't right And it'll be hard, but I know I will make it out Step by step, I'll move on and get on with life So I let go, a"
931,Booty Swing,Parov Stelar,edm,happy,0.669,112.97,0.914,0.85,0.26,63,"Now, Arab sheikhs on the burning sands Come into their harems and clap their hands Said, ""Come on, girls, are you ready to play? Let's have a little more of that swingin' today."" Now, in the land of Fu Manchu The girls all now do the Suzie-Q Clap their hands in the center of the floor Saying, ""Ching, ching, chop-suey, swing some more!"" Now, geisha girls in old Japan Wink behind their peacock fans Since they learned to say, ""Yeah! Let's swing it like Amelican's swing swing dance!"" Now, Gypsy cara"
932,Who's That Chick? (feat. Rihanna),David Guetta,latin,happy,0.601,127.94,0.931,0.675,0.004,63,"Feel the adrenaline moving under my skin It's an addiction, such an eruption Sound is my remedy, feeding me energy Music is all I need Baby, I just wanna dance I don't really care I just wanna dance I don't really care, care, care (You can feel it in the air, yeah) She's a mean-eyed crazy dita Disco diva and you wonder Who's that chick? Who's that chick? Too cold for you to keep her Too hot for you to leave her Who's that chick? Who's that chick? Who's that chick? Who's that chick? Who's that ch"
933,Dancing On My Own - Tiësto Remix,Calum Scott,edm,sad,0.602,122.02,0.291,0.636,0.018,63,"Somebody said you got a new friend But does she love you better than I can? And there's a big black sky over my town I know where you're at, I bet she's around And yeah I know it's stupid, but I just gotta see it for myself I'm in the corner, watching you kiss her, oh oh oh And I'm right over here, why can't you see me? Oh oh oh And I'm giving it my all But I'm not the guy you're taking home, oooh I keep dancing on my own I just wanna dance all night And I'm all messed up, I'm so out of line, ye"
934,I'm Not Alone - 2019 Edit,Calvin Harris,edm,sad,0.982,127.99,0.212,0.6,0.003,63,"Can you stay up for the weekend And blame God for looking too old? Can you find all that you stand for Has been replaced with mountains of gold? You can untrain yourself to notice To feel pain and swallow fear But can you stay up for the weekend 'Til next year? God, I can't do this any more Though I'll be laid down on the floor As many feet walk through the door I'm not alone If I see a light flashing, could this mean that I'm coming home? If I see a man waving, does this mean that I'm not alone"
935,Geronimo,Sheppard,latin,neutral,0.78,142.03,0.457,0.705,0.456,63,"Can you feel it? Now it's coming back We can steal it if we bridge this gap I can see you through the curtains of the waterfall When I lost it, yeah, you held my hand But I tossed it, didn't understand You were waiting as I dove into the waterfall So say Geronimo! Say Geronimo!Say Geronimo! Say Geronimo!Say Geronimo! Say Geronimo!Say Geronimo! So say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Can you feel my love? Bombs away!Bombs away! Bombs aw"
936,Let Her Go - Acoustic,Passenger,latin,sad,0.0747,141.34,0.254,0.553,0.943,63,NA NA Well you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go... Staring at the bottom of your glass Hoping one day you'll make a dream last But dreams come slow and they go so fast You see her when you close your eyes Maybe one day you'll understand why Everythin
937,SouthSide (feat. Eptic),DJ Snake,edm,neutral,0.94,149.96,0.555,0.571,0.011,63,"Watch out1, 2, 3, bring it up now Bring it up now 1, 2, 3, okay Bring it up now Check it out now Watch out 1, 2, 3, bring it up now Bring it up now 1, 2, 3, okay Bring it up now Check it out now"
938,Carry Me (feat. Julia Michaels),Kygo,latin,sad,0.551,105.05,0.222,0.621,0.486,63,"Like a kid and her teddy bear Like a leaf blowing in the air Could you carry me? Could you carry me? Like a flag after a war When you're gone or when you're first born Could you carry me? Could you carry me? Cause I don't know how we How we got so far, you and me Almost like there's oceans between us, us So I need to know Could you carry me? Back into your heart again Could you carry me? Right into your distant hands Could you carry me? Right back to where we started from Could you carry me? On "
939,Imagine,Jack Johnson,latin,sad,0.179,141.95,0.374,0.554,0.937,63,"Imagine there's no heaven Its easy if you try And no hell, below us And above us, is only sky Imagine all the people Livin for today You-ou-ou You may say, that I'm a dreamer But I'm not the only one I hope someday, you'll join us And the world will live as one Imagine there's no countries It isn't hard to do Nothing to kill Or die for No religion too Imagine all the people Livin the life for peace You-ou-ou You may say that I'm a dreamer But I'm not the only one I hope someday, you'll join us A"
940,Fuck You,Lily Allen,latin,happy,0.904,130.01,0.84,0.775,0.027,63,"Look inside, look inside your tiny mind Then look a bit harder 'Cause we're so uninspired, so sick and tired Of all the hatred you harbour So you say it's not okay to be gay Well, I think you're just evil You're just some racist who can't tie my laces Your point of view is medieval Fuck you (Fuck you), fuck you very, very much'Cause we hate what you do And we hate your whole crew So please, don't stay in touch (Da-da-da-da-da-da-da) Fuck you (Fuck you), fuck you very, very much'Cause your words "
941,Ring Ring (feat. Mabel & Rich The Kid),Jax Jones,latin,happy,0.6409999999999999,107.03,0.638,0.779,0.172,63,"Hello? You there? Hello? You there? What you, what you gon' do? If you take me out tonight I know you can change my mind (Oh) Yesterday, we were over But today, I'm feeling closer to you (Oh) No more late night Ubers, baby I'm not coming to your house, hah, are you crazy? You said you were home But I saw on your story, you out till the morning Not alone, so now you're gonna call Ring ring Hello? You there? Real talk, you got me going crazy Hello? You there? Are you out somewhere with your baby? "
942,We'll Be Coming Back (feat. Example),Calvin Harris,edm,neutral,0.952,127.94,0.571,0.596,0.001,63,"We took it all apart But I'm wishing I'd stayed In the back room something I heard you say We didn't want to call it too early Now it seems a world away But I miss that day, are we ever gonna feel the same? Standing in the light 'til it's over Out of our minds Someone had to draw a line We'll be coming back for you one day We'll be coming back for you one day I don't even care if I know ya Out of our minds Sad to leave it all behind We'll be coming back We'll be coming back for you one day You c"
943,Keep On Lovin',Cat Dealers,edm,sad,0.726,124.08,0.256,0.601,0.005,63,"Look into my eyes I know you can see Listen when I say That everything's okay Feel it in my touch I won't let you go I wanna spend my life Always by your side I'm so in love with you More than I've ever been I'm so in love with you More than I've ever thought I could So I just keep on learning Keep, keep running Keep on lovin' you So I just keep on learning Keep, keep running Keep on lovin' you I know there's nothing wrong There's nothing to fear No one in this world Could take me from here Don'"
944,Body Say,Demi Lovato,edm,sad,0.74,86.98,0.257,0.628,0.004,63,"If I had it my way, I would take you down If I had it my way, I would turn you out And if my body had a say, I would come again Scared of what I might say, cause I'm at the edge And our eyes are crossing paths across the room (Ooh) There's only one thing left for us to do You can touch me with slow hands Speed it up, baby, make me sweat Dreamland, take me there cause I want your sex If my body had a say, I wouldn't turn away Touch, make love, taste you If my body told the truth, baby I would do "
945,Shut Up and Dance - Live Acoustic - 2015,WALK THE MOON,latin,happy,0.615,129.87,0.768,0.82,0.151,63,"NA ""Oh, don't you dare look back Just keep your eyes on me"" I said, ""You're holding back""She said, ""Shut up and dance with me"" This woman is my destiny She said, ""Ooh hoo Shut up and dance with me"" We were victims of the night The chemical, physical kryptonite Helpless to the bass and the fading light Oh, we were bound to get together Bound to get together She took my arm I don't know how it happened We took the floor and she said ""Oh, don't you dare look back Just keep your eyes on me"" I said, "
946,Symphony,Sick Individuals,edm,sad,0.888,127.92,0.189,0.612,0.037,63,"I try to understand the reason why we've been hiding I'm waiting on a sign in neon lights Give me a sign 'Cause you and I are meant to paint the sky There's no denying, baby We're the chosen ones, we chase the high Nothing's free, I need your beating heart to breathe Come with me, we'll be a symphony We'll be a symphony We'll be a symphony We'll be a symphony Give me a sign 'Cause you and I are meant to paint the sky There's no denying, baby We're the chosen ones, we chase the high Nothing's fre"
947,Instagram - R3HAB Remix,Dimitri Vegas & Like Mike,edm,neutral,0.858,122.57,0.502,0.436,0.055,63,"NA Just bought a black Ferrari House in the hills in L.A Say that you'll take care of me Sorry, but I don't need a plan like that Don't need a man like that What'd you say? You say that you've been on TV? And I should come back to your place? Hold up, let me set you straight School's in session, let me educate Who the hell do you think I am? I don't give a fuck about your Instagram Listen up, 'cause I'm not that girl Ain't enough liquor in the whole wide world Who the hell do you think I am? I d"
948,That's What I Like - Alan Walker Remix,Bruno Mars,edm,happy,0.8959999999999999,134.06,0.798,0.692,0.012,63,"Hey, hey, hey I got a condo in Manhattan Baby girl, what's hatnin'? You and your ass invited So gon' and get to clappin'So pop it for a player Pop, pop it for me Turn around and drop it for a player Drop, drop it for me I'll rent a beach house in Miami (-ami) Wake up with no jammies (Nope) Lobster tail for dinner Julio serve that scampi (Julio!) You got it if you want it Got, got it if you want it Said you got it if you want it Take my wallet if you want it now Jump in the Cadillac, girl, let's "
949,Crawl Outta Love,ILLENIUM,edm,sad,0.723,84.15,0.167,0.376,0.178,63,"We were so bright Standing in the sunlight Never got burnt, we were alright Had that easy kind of love and I let it in For a moment Felt like we were floating Baby, I swear, we were golden It was easy, natural as breathing air And when the sky went dark You think I would have known Before we let it get this far I should have let you go Now I gotta crawl outta love Now I gotta crawl outta love It's so fucking easy to fall in But now that this ain't what you promised And tell me how to crawl outta"
950,I Should Have Walked Away,KAAZE,edm,sad,0.6679999999999999,129.8,0.281,0.434,0.031,63,"Oh I, I just died in your arms tonight It must have been something you said I just died in your arms tonight Oh I, I just died in your arms tonight It must've been some kind of kiss I should have walked away, I should have walked away I should have walked away Oh I, I just died in your arms tonight It must've been some kind of kiss I should have walked away, I should have walked away I keep looking for something I can't get Broken hearts lie all around me And I don't see an easy way to get out o"
951,Walk Thru Fire,Vicetone,edm,sad,0.664,116.03,0.351,0.639,0.329,63,"Talk to me Spill the secrets you've been keeping Life cuts deep Let me help pick up the pieces You're not alone, I'm by your side Don't you know, don't you know I'll walk through fire with you I'll walk through fire No matter what, I'll make it right Don't you know, don't you know I'll walk through fire with you I'll walk through fire I'm not an angel, I'm not a saint I've been a closed book full of mistakes But when you're broken, when you're in pain Oooh, ooh I'll walk through fire with you I'"
952,Never Never (feat. Indiiana),Drenchill,edm,sad,0.853,125.98,0.233,0.742,0.036,63,"Never never, never never I don't wanna hurt forever You used to be my song, love was the melody But now you overplayed it so much to make me hate it Her kisses in your phone, I found it on our bed Hurts more than betrayal, the fact that you never failed to Trick my mind, telling me the perfect lies Didn't want to see the signs Time after time, time after time It's okay, you belong to yesterday Never gonna make me stay This time I swear, this time I say N-N-N-Never never, never never I don't wann"
953,"Made In France (with Tchami & Malaa, feat. Mercer)",DJ Snake,edm,neutral,0.949,126.01,0.506,0.836,0.003,62,"Yo, before we get started Before we get started Before we get started Before we get started Yo, before we get started Before we get started Before we get started Before we get started Yo, before we get started Before we get started Before we get started Before we get started Yo, before we get started Before we get started Before we get started Before we get started Yo, before we get started Before we get started Before we get started Before we get started Yo, before we get started Before we get "
954,Rewind (feat. Caelu),Cat Dealers,edm,sad,0.8170000000000001,123.02,0.343,0.746,0.004,62,"When I wake up in the morning It feels like I had a drink or two last night Ten o'clock, I'm feeling sober I'm feeling fine I had a dream with you last night Flow (flow) chimes (chimes) We could be together, we could be alright I hope you don't remember what I did last night Wished that I could rewind Wished that I could rewind Wished that I could rewind Wished that I could rewind Wished that I could rewind Wished that I could rewind Rewind those times I was so high This is how I live my life Wh"
955,Thing For You - David Guetta Remix,David Guetta,edm,neutral,0.867,123.43,0.452,0.44,0.552,62,"I always stay when the night is done You got that kinda thing I should run from But that's the reason why it's so fun I always come back Sending all the wrong signals to my brain (Oh) Sending all the right feeling through my veins I should go, but I never walk away Always make the same mistakes No, I never change I got a thing for you I've got a thing for the things that I shouldn't do And when I'm next to you I get those fucked up feelings I do, 'cause I got a thing for you I've got a thing for"
956,Do Bad Well (feat. Nevve),KSHMR,edm,neutral,0.894,127.96,0.415,0.604,0.051,62,"Oh, my daddy taught me well There's some devils in heaven and some angels in hell So promise me child, when they pull your card You'll know, you'll know which one you are Ooh, oh ooh Yeah, my daddy taught me well (Hey) Ooh, oh ooh If you can't do good, better do bad well If you can't do good, better do bad well I don't believe in miracles Flickers in the night I know when something is worth it I know how to fight They never see the story, only wrong from right It's just like you told me Oh, I st"
957,Fighter,Klaas,edm,sad,0.895,125.02,0.293,0.592,0.003,62,"One look in the mirror I recognize the face that I see It's getting clearer The scars that you like mean nothing to me Sometimes I feel like falling But you're not around to hold or catch me I hear the voices calling But when I give in they disappear 'Cause I'm a fighter, a fighter I'm not gonna give up, I'm not gonna stop Cause I'm a fighter, a fighter I'm not gonna give up, I'm not gonna drop 'Cause I can fight, fight, fight I can fight to the end Yeah, I can fight, fight, fight If I fall I ju"
958,Bad Blood,Taylor Swift,edm,sad,0.802,170.16,0.295,0.652,0.087,62,"'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done 'Cause baby, now we've got bad blood, hey!Now we've got problems And I don't think we can solve 'em You made a really deep cut And baby, now we've got bad blood, hey! Did you have to do this? I was thinking that you could be trusted Did you have to ruin what was shiny? Now it's all rusted Did you have to hit me where I'm weak? Baby, I couldn't breathe And rub it in so deep Salt in the wound like "
959,Change My Heart,Ummet Ozcan,edm,sad,0.8240000000000001,90.0,0.217,0.65,0.156,62,"I can see that you're jealous as fuck But I think you're having fun 'Cause when you see him talking me up You know you picked a good one And when I think that I've had enough Straight to you I'll run I might look, but I'm not gonna touch Next to you there's no one Come on, baby, let it go Not tripping on your ego I'm never gonna let you go I just wanna let you know I'm giving you a free throw I'm never gonna let you go Nothing's gonna change my heart Nothing's gonna change this story Nothing's g"
960,Bring It Back,Deorro,edm,neutral,0.904,127.96,0.518,0.762,0.002,62,"Everybody hands up, let's go Bring it back now Put your hands up Put your hands up Put your hands up Put your hands up Uno, dos, tres Hands up, let's go Bring it back now Hands up, let's go Make some noise Hands up, let's go Hey, hey, hey, hey Come on Hey, hey, hey, hey Everybody hands up let's go Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put your hands up Put"
961,Mr. Navigator,Armin van Buuren,edm,sad,0.948,134.08,0.181,0.759,0.021,62,"Back to the basics, freed from cages Into the world of joy not stasis Natural chemicals, endorphin, dopamine Storming down my brain like a wild, wild vaccine Welcome back Mr. Navigator To rule your life and be the operator Lose the role, find the soul, get the goal, make it whole Never let the system take cruise control -TROL! This is the weekend When lame things end, meet your cool friend Time to dance, take a chance, go wild, in a trance Everyone can win a game of romance Welcome back Mr. Navi"
962,Working For It - Bonus Track,ZHU,edm,neutral,0.715,99.95,0.502,0.776,0.097,62,You've been working here all night long Let me see if I can give you better Even when I'm far and gone I know you're working for it You've been working here all night long Let me see if I can give you better Even when I'm far and gone I know you're working for it I know you're working for it I know you're working for it I'll make you better (I know you're working for it) (Money on my mind) I'll make you better (I know you're working for it) (Eyes on the dollar sign) I'll make you better (I know 
963,With U (feat. Karen Harding),Tujamo,edm,happy,0.865,122.02,0.673,0.785,0.079,62,"I've been thinking 'bout it I've been thinking 'bout it when I'm with you It's always underrated, never complicated when I'm with you I only wanna give enough Of something that you know I got plenty of I only wanna keep it real Trust me, you don't have to understand it This is how I planned it If you, if, if you Only for the night Work you, work, work you Only for the night Don't you, don't, don't you Only for the night Don't you get it twisted Not addicted, I just love it I've been thinking 'bo"
964,Your Body - Cat Dealers Radio Edit,Tom Novy,edm,sad,0.612,123.97,0.344,0.684,0.327,62,Something bout your body... hey hey hey hey hey I don't want nobody I don't want nobody baby But you There's something bout your body That's got me thinkin of nobody But you I don't want nobody I don't want nobody baby But you X2 There's something bout your body That's got me thinkin of nobody But you I don't want nobody I don't want nobody baby But you There's something bout your body That's got me thinkin of nobody But you I don't want nobody baby..ooooooo There's something bout your body baaa
965,FRIENDS - R3hab Remix,Marshmello,edm,happy,0.8140000000000001,104.93,0.696,0.545,0.028,62,"Ooh-oh, ooh-woh Ooh-oh, ooh-woh You say you love me, I say you crazy We're nothing more than friends You're not my lover, more like a brother I known you since we were like ten, yeah Don't mess it up, talking that shit Only gonna push me away, that's it! When you say you love me, that make me crazy Here we go again Don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five,"
966,I Know,DallasK,edm,sad,0.873,122.04,0.295,0.6,0.001,62,"Sweat falls down my forehead Think I'm nervous, standing next to you, mmh Jagged heart's been stolen But on the surface I try to play it cool I know Shoulda let you, let you go I know Shoulda loved you, loved you more, oh I know, I know, I know, mmh-mmh I know, I know, I know I know! I know, I know, I know I know, I know, I know Oh-oh Bring your love right back Bring your love right back Oh-oh Bring your love right back Bring your love right back Don't give up on me Oh, I, I, I Don't know how to"
967,Last To Leave (feat. Caroline Ailin),Louis The Child,edm,neutral,0.602,94.06,0.555,0.753,0.052,62,You took it off the table then I put it back again I'm really good at starting but I don't know when it has to end You're leaving in reality I'm staying in pretend Here I am Here I am Holding On Here I am Here I am And you're gone I'm the last to leave the party Don't know when it's time to go When it's clear to everybody I'm always the last to know I heard what you said But I'm not ready yet Dancing on my own Like I don't notice that you left And when all the lights come on It's just me Cuz I'm
968,IM GONE,JOYRYDE,edm,sad,0.953,125.68,0.21,0.664,0.01,62,"Fuck if bitches hate me I'm ballistic, I'm hate seeking SK2's on every weekend I got bones, I got G's I got T zones always gleaming Cashing checks and closing gaps Ebay spree say dodging caps Thick as fuck in the JCrew sis ""Bristol Farms"" in L.A I got that fat ass, man, weed tight Hair straight, now rewrite Every kiss is word you ever heard in your life I don't fear, I don't cry I don't care, multiply Give a fuck if bitches hate me I'm the mother-fucking I'm the mother-fucking I'm the mother-fuc"
969,Say Something - RetroVision Remix,Lucas & Steve,edm,happy,0.7559999999999999,125.99,0.795,0.779,0.215,62,"I've been down every road every city seen every view Chasing the stars in the back of my cargos I had a few Cross every city you know, I would Why wouldn't I it's just so good Every road every river I travel leads back to you Ooh, darlin' say something let me steal one kiss Ooh, darlin' sweet-loving when it feels like this Cross every city you know I would Why wouldn't I it's just so good Ooh, darlin' say something, ooh, darling Ooh, darlin' say something Let me steal one kiss Ooh, darlin' sweet"
970,Heaven,The Blaze,edm,sad,0.461,125.07,0.084,0.613,0.026,62,"Will you surrender? Restless in a war, war... We're sailling, farewell love We praise our shared destiny Be sure to embrace the dreams I'm more than a dead and gone ... close your eyes... I see the past of the time passing fast The present's over and gone So know I'm ready, I trust my soul I'm hoping to fly with style, we shall know Trust in me and set me free You're hiding your love I don't wish to try this alone I feel lone, why shouldn't I go? Cause even the time we're so longing gets blown I"
971,Love Is Gone,SLANDER,edm,sad,0.465,149.59,0.083,0.452,0.059,62,"Don't go tonight Stay here one more time Remind me what it's like, oh And let's fall in love one more time I need you now by my side It tears me up when you turn me down I'm begging please, just stick around I'm sorry, don't leave me, I want you here with me I know that your love is gone I can't breathe, I'm so weak, I know this isn't easy Don't tell me that your love is gone That your love is gone I'm sorry, don't leave me, I want you here with me I know that your love is gone I can't breathe, "
972,Neverland,KSHMR,edm,sad,0.937,137.99,0.257,0.312,0.003,62,I'll take you to the places you never go Show you the things you will never see But you have the key Neverland I'll take you to the places you never go Show you the things you will never see But you have the key (key) Neverland
973,Hooked,Notion,edm,happy,0.789,128.02,0.853,0.783,0.135,62,"Don't be shook We don't do this by the book And I'm feeling super wavey off this sh*t that I just took Just relax, don't be shook I saw you give me that look Now I want you and you want me So come here, you've got me hooked Don't be shook We don't do this by the book And I'm feeling super wavey off this sh*t that I just took Just relax, don't be shook I saw you give me that look Now I want you and you want me So come here, you've got me hooked Don't be shook We don't do this by the book And I'm "
974,Superstylin',Groove Armada,edm,happy,0.7979999999999999,128.97,0.928,0.743,0.003,61,"Enter in the dance, plug it in an we begin Crowd up in the center, they watch be dibidim Watch the way we drop it in a mix timin' Rise and amplifyin' when we come in with the swing Just followin' the back an naturally harmonizin' Climb into position with synchronized things Live from out the ghetto, we maximizin' Sound of the Groove Armada we superstylin' We superstylin' We superstylin' Sometime Can you feel the pressure does unwind Sometime Sometime Through the day and trough the night Sometime"
